"","category","subcategory","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"rno03008","Genetic Information Processing","Translation","rno03008","Ribosome biogenesis in eukaryotes","71/5855","90/10049",2.82129588427999e-05,0.000106171850959063,4.49005821311672e-05,"Sbds/Ran/Pop5/Pwp2/Pop7/Lsg1/Gnl3l/Utp18/Nvl/Nxt1/Fcf1/Nop10/Pop1/Bms1/Snu13/Nop56/Nat10/Nmd3/Gnl2/Xpo1/Nol6/Xrn1/Xrn2/Csnk2a2/Riok2/Emg1/Tbl3/Riok1/Utp6/Rexo5/Pop4/Rcl1/Rpp40/Utp15/Nop58/Imp3/Rexo1/Rpp30/Nxt2/Fbl/Nxf1/Wdr3/Utp4/Wdr36/Gnl3/Nob1/Rrp7a/Wdr43/Mphosph10/Tcof1/Efl1/Rexo2/Utp14a/Drosha/Wdr75/Ak6/Rbm28/Imp4/Heatr1/Nhp2/Eif6/Gtpbp4/Csnk2b/Gar1/Afg2a/Dkc1/Mdn1/Rpp38/LOC102551819/Rpp25l/Csnk2a1",71
"rno03410","Genetic Information Processing","Replication and repair","rno03410","Base excision repair","45/5855","53/10049",2.83332505491927e-05,0.000106171850959063,4.49005821311672e-05,"Rfc3/Rfc5/Rfc2/Rfc4/Rfc1/Parp1/Tdp1/Pole2/Parp2/Apex1/Mbd4/Adprs/Neil3/Nthl1/Parp3/Polg2/Pold2/Lig1/Poll/Mutyh/Pold3/Pold4/Polb/Pold1/Xrcc1/Parg/Fen1/Mpg/Parp4/Pcna/Polg/LOC108348989/Aptx/Pnkp/Ung/Neil1/Pole4/Pole/Lig3/Tdg/Smug1/Ogg1/Hmgb1/LOC108349189/Pole3",45
"rno00230","Metabolism","Nucleotide metabolism","rno00230","Purine metabolism","100/5855","133/10049",3.07873409244559e-05,0.000114113948426516,4.82593330280373e-05,"Ak2/Pde9a/Paics/Ppat/Nudt9/Pgm2/Nme2/Nme1/Guk1/Dck/Nt5m/Adprm/Nt5c/Adcy3/Prps2/Adss/Adcy8/Pfas/Pde4b/Pde11a/Entpd6/Gucy2c/Pnp/Pgm1/Ada/Papss2/Nt5e/Pde3b/Hddc3/Adk/Ak8/Pde1c/Nudt2/Enpp3/Entpd2/Enpp1/Pde5a/Npr1/Atic/Nme3/Gmpr/Nudt5/Adsl/Pde6d/Entpd3/Pde8a/Ampd2/Pde4c/Pde2a/Impdh1/Nt5c2/Nme4/Nme6/Prune1/Itpa/Hddc2/Gart/Lacc1/Pde3a/Rrm2b/Entpd5/Pde10a/Enpp4/Impdh2/Adcy5/Pde1b/Ak9/Nme7/Ak6/Aprt/Entpd4/Gucy1b1/Cant1/Pde4d/Dguok/Gmpr2/Pde7a/Ak4/Adcy9/Adss1/Ak1/Rrm1/Urad/Gmps/Prps1/Pde7b/Ak3/Papss1/Adcy6/LOC314140/Pde1a/Adcy1/Rrm2/Pde8b/Gucy1a2/Pde4a/LOC100359539/Fhit/Hprt1/Ntpcr",100
"rno03050","Genetic Information Processing","Folding, sorting and degradation","rno03050","Proteasome","42/5855","49/10049",3.27435208884062e-05,0.000120059576590823,5.07737675349366e-05,"Psmb8/Psmb9/Psmb1/Psmd2/Psmd12/Psmc1/Psmd6/Psmc6/Psma6/Psma3/Sem1/Psmc5/Psmb2/Psmc3/Psma1/Psmc2/Psmb5/Psma4/Psmd7/Psmd13/Psmd1/Psmc4/Psme1/Psme2/Psmb10/Psmb6/Psma5/Psmd8/Psme3/Psmb4/Psmd4/Psmf1/Psmd3/Psmd11/Pomp/Psma2/Psme4/Psma7/Psmd14/Psmb7/Psmb3/Adrm1",42
"rno05169","Human Diseases","Infectious disease: viral","rno05169","Epstein-Barr virus infection","166/5855","234/10049",3.36873303826525e-05,0.000122206166600899,5.1681570687832e-05,"Pik3r3/Tap2/Tap1/Bak1/Mapk14/Mapk13/Hdac2/RT1-M3-1/RT1-N3/RT1-S3/Ncor2/Oas1b/Hes1/Psmd2/Cxcl10/Sap30l/Mapk9/Calr/Psmd12/Map3k14/Map2k4/Psmc1/Traf6/Myc/Map2k6/Map3k7/Gadd45a/Irak4/Traf2/Cyct/Psmd6/Tbk1/Mapk11/Psmc6/Nfkbia/Ccne2/Apaf1/Traf3/Lyn/Jun/Hdac1/Sem1/Psmc5/Cycs/Casp3/Psmc3/Psmc2/Bid/Syk/Sap30/Casp9/Gadd45g/Myd88/Ddb2/Blnk/Psmd7/Stat1/Psmd13/Ccne1/Tradd/Pdia3/Ccna2/Rb1/Tab2/Pik3cb/E2f1/Bcl2l11/B2m/Irf7/Ripk1/Psmd1/Itgal/Vim/Jak3/Entpd3/Pik3r1/Psmc4/Ikbkb/Fas/Pik3r2/Nfkb2/Irf9/Stat3/Gadd45b/Nfkbie/Nfkbib/Irf3/Psmd8/Icam1/Bax/Psmd4/Ifnar1/Chuk/Akt1/Cdk4/Cdk2/Mavs/Nfkb1/Oas1a/Psmd3/Ccna1/Relb/RT1-M6-1/RT1-M6-2/Tyk2/RT1-Db2/Oas1i/Mapk12/Tapbp/Rela/Usp7/Tp53/RT1-T24-4/RT1-CE2/Stat2/Cdkn1b/RT1-N2/Cd40/Snw1/Akt3/Sin3a/Rig1/RT1-CE16/RT1-T24-3/Map2k7/Psmd11/Jak1/Cir1/Mapk8/Mapk10/Mdm2/Tab1/RT1-DMa/Cd247/Traf5/Rbpj/Oas2/E2f2/Eif2ak2/Ifnar2/Map2k3/Ccnd3/Tnfaip3/Fadd/Ikbkg/Polk/RT1-CE11/E2f3/RT1-CE1/Psmd14/RT1-O1/Pik3ca/Rac1/Nedd4/Ccnd1/Skp2/Cdkn1a/Adrm1/Irak1/Ccnd2/RT1-CE15/Akt2/Il6/RT1-DOb/RT1-Bb/Rbpjl",166
"rno04261","Organismal Systems","Circulatory system","rno04261","Adrenergic signaling in cardiomyocytes","113/5855","153/10049",3.81446469384994e-05,0.000136919206379245,5.79037853803259e-05,"Ppp2r5a/Atf6b/Mapk14/Mapk13/Atp2a2/Atf2/Mapk1/Kcnk2/Atp1b1/Atp2b4/Cacng4/Prkca/Adcy3/Cacnb1/Ppp1cb/Plcb1/Adcy8/Ppp2r5c/Ppp2ca/Creb3l1/Mapk11/Calml4/Ppp2r3a/Rapgef4/Cacna2d4/Slc9a1/Adra1a/Ppp2r1a/Atp1b2/Ppp2r2a/Atp1b3/Camk2d/Creb3l2/Creb1/Gnaq/Crem/Ppp2cb/Cacna2d2/Gnai2/Calm3/Ppp2r5d/Ppp2r2d/Tpm3/Tpm1/Tnni3/Agt/Ppp1ca/Tnnc1/Gnai3/Atp1a3/Ppp2r5b/Scn1b/Plcb3/Akt1/Cacnb2/Pik3r5/Ppp2r3c/Gnas/Atp1a1/Cacna1d/Scn7a/Ppp2r2b/Atp2b1/Camk2a/Cacna1c/Prkaca/Slc8a1/Plcb4/Cacna2d1/Atp2b2/Mapk12/Slc8a2/Cacna2d3/Slc8a3/Ppp1cc/Tpm2/Adcy5/Ppp1r1a/Akt3/Atp1a2/Ppp2r1b/Calm1/Rps6ka5/Atp2a3/Atf4/Camk2g/Creb3/Camk2b/Ryr2/Prkacb/Ppp2r3b/Adcy9/Kcnq1/Ppp2r5e/Atp2b3/Cacng8/Cacnb3/Adcy6/Rapgef3/Mapk3/Adcy1/Ppp2r2c/Tpm4/Cacng7/Gnai1/Akt2/Myl4/Cacng2/Cacng6/Calm2/Creb5/Cacna1s/Actc1",113
"rno04917","Organismal Systems","Endocrine system","rno04917","Prolactin signaling pathway","61/5855","76/10049",3.94895763221281e-05,0.000139630504854947,5.90504064365728e-05,"Pik3r3/Foxo3/Mapk14/Mapk13/Mapk1/Socs1/Gsk3b/Mapk9/Grb2/Sos2/Mapk11/Sos1/Fos/Shc2/Irf1/Shc4/Socs2/Src/Raf1/Map2k1/Slc2a2/Ins1/Shc3/Stat1/Galt/Socs5/Tnfrsf11a/Pik3cb/Hras/Pik3r1/Pik3r2/Stat5b/Stat5a/Stat3/Cyp17a1/Map2k2/Ins2/Th/Shc1/Akt1/Nfkb1/Nras/Cish/Mapk12/Rela/Akt3/Socs6/Mapk8/Mapk10/Lhb/Gck/Prlr/Socs7/Pik3ca/Jak2/Mapk3/Ccnd1/Ccnd2/Akt2/Socs4/Socs3",61
"rno04720","Organismal Systems","Nervous system","rno04720","Long-term potentiation","54/5855","66/10049",3.97189412637239e-05,0.000139630504854947,5.90504064365728e-05,"Mapk1/Prkca/Ppp1cb/Plcb1/Adcy8/Crebbp/Rps6ka3/Rap1b/Calml4/Ppp3cc/Raf1/Map2k1/Braf/Camk2d/Prkcb/Rps6ka2/Gnaq/Hras/Calm3/Ppp1ca/Map2k2/Camk4/Grin2d/Plcb3/Nras/Araf/Itpr2/Camk2a/Cacna1c/Prkaca/Plcb4/Itpr1/Grin1/Rap1a/Ppp3ca/Ppp1cc/Ppp1r1a/Calm1/Atf4/Camk2g/Camk2b/Rps6ka1/Prkacb/Gria2/Rps6ka6/Ppp3cb/Rapgef3/Mapk3/Adcy1/Itpr3/Ppp3r2/Prkcg/Calm2/Ep300",54
"rno00510","Metabolism","Glycan biosynthesis and metabolism","rno00510","N-Glycan biosynthesis","49/5855","59/10049",4.21162197878334e-05,0.000146547254567869,6.19755328779073e-05,"Alg3/St6gal1/Srd5a3/Mgat4b/B4galt3/Mgat5/Mgat2/Alg2/Fut8/Alg6/Dad1/Dpagt1/Alg14/Dpm1/Man2a2/Alg8/Man1b1/Alg11/Stt3b/Tusc3/Alg10/Man2a1/Dolk/Man1c1/Mgat3/Mgat4a/B4galt2/Alg9/Ganab/Ostc/Stt3a/Tmem258b/Mgat1/Man1a1/Mgat5b/Dolpp1/Alg12/Man1a2/Ddost/Alg1/Rpn2/Rpn1/LOC108349244/Alg13/Magt1/Mogs/Alg5/B4galt1/Dpm3",49
"rno04814","Cellular Processes","Cell motility","rno04814","Motor proteins","139/5855","193/10049",4.41915163066135e-05,0.000152215222833891,6.43725436895912e-05,"Dnah8/Myo19/Dnah17/Kif19/Myo1d/Bicdl2/Tuba4a/Dynlt3/Dnah9/Kif5c/Kif18a/Dync2li1/Dnah11/Myh9/Kif5a/Dctn2/Tubg2/Dync1h1/Kif3a/Kif12/Actr10/Kif21b/Kif14/Dynll2/Dync1i1/Dctn1/Dync1i2/Kif3b/Tubb4b/Dync1li1/Dynll1/Kif3c/Klc1/Myo9a/Myo6/Dctn6/Kif26b/Kif26a/Kif2a/Myl7/Dctn3l1/Myo5b/Dctn3/Dnai3/Kif17/Dnal4/Myl12a/Actr1b/Tubb3/Tpm3/Kif5b/Myl11/Acta1/Dctn5/Tpm1/Tnni3/Dynlt1/Dynlt4/Tubb6/Tnnc1/Myh7b/Kif2c/Kif27/Dctn4/Actr1a/Myh14/Tubg1/Kif22/Klc4/Kif18b/Tuba1c/Kif7/Kif20a/Dync1li2/Cenpe/Kif24/Kif1a/Kif16b/Dnal1/Myo1c/Kif23/Dnai2/Kif21a/Klc2/Kif1c/Myo9b/Tube1/Stard9/Tpm2/Kif20b/Actg1/LOC100361457/Capza1/Kifap3/Kifc1/Myh10/Myo10/Kifc3/Kif13a/Dnai1/Dynlrb1/Klc3/Myo1b/Tubb1/Tubb4a/Myo16/Kif1b/Kif4a/Myo15a/Dnah12/Myo5a/Kif11/Tubb5/Actb/Tubd1/Tuba1b/Tuba1a/Myl6/Dnah10/Acta2/Capzb/Kifc2/Tubb2a/Bicdl1/Myo18a/Tpm4/Kif15/Myo7b/Capza2/Dnah2/Hook3/Myo18b/Myl4/Myo1e/Dnah3/Kif9/Myh11/Actc1/Dnai4",139
"rno05215","Human Diseases","Cancer: specific types","rno05215","Prostate cancer","78/5855","101/10049",4.61741416961338e-05,0.000157453823183816,6.65879727617929e-05,"Pik3r3/Pdgfa/Etv5/Mapk1/Pdgfra/Gsk3b/Grb2/Egfr/Sos2/Crebbp/Creb3l1/Ar/Sos1/Nfkbia/Ccne2/Raf1/Map2k1/Mtor/Braf/Ins1/Spint1/Creb3l2/Casp9/Foxo1/Creb1/Igf1r/Il1r2/Tcf7l2/Tcf7l1/Ccne1/Rb1/Pik3cb/Hras/E2f1/Pdgfb/Zeb1/Pik3r1/Plat/Ikbkb/Pik3r2/Hsp90ab1/Map2k2/Ins2/Pten/Bad/Fgfr1/Hsp90b1/Chuk/Akt1/Cdk2/Nfkb1/Nras/Araf/Rela/Tp53/Cdkn1b/Tgfa/Akt3/Atf4/Creb3/Mdm2/Pdpk1/E2f2/Ikbkg/Ctnnb1/Insrr/E2f3/Pdgfc/Pik3ca/Hsp90aa1/Mapk3/Ccnd1/Egf/Cdkn1a/Tcf7/Akt2/Ep300/Creb5",78
"rno00600","Metabolism","Lipid metabolism","rno00600","Sphingolipid metabolism","46/5855","55/10049",5.1018019276545e-05,0.000172248956171306,7.2844905063957e-05,"Plpp2/Smpd2/Psap/Kdsr/Degs1/Galc/Sgpp1/Psapl1/Acer2/Plpp3/Ugt8/Asah1/Glb1/Hexa/Sptlc1/Sgms2/Gla/Degs2/Asah2/Arsa/Acer3/B4galt6/Cerk/Smpd1/Neu3/Sphk2/Cers2/Smpd3/Smpd4/B4galnt1/Neu1/Sgms1/Cers6/Plpp1/Gal3st1/Gba2/Gba1/Acer1/Gm2a/Cers5/Neu2/Sgpl1/Sptlc2/Ugcg/Hexb/Sgpp2",46
"rno01200","Metabolism","Global and overview maps","rno01200","Carbon metabolism","100/5855","134/10049",5.21244166316068e-05,0.000174259079131156,7.36949956504658e-05,"Psph/Acads/Pfkl/Sds/Sdsl/Mdh2/Sdhc/Fh/Eno2/Eno3/Prps2/Dlst/Suclg1/Rpia/Aco1/Dld/Idh3b/Pdhb/Acat1/Sdhb/Shmt2/Cat/Mdh1/Pgp/Adpgk/Me1/Esd/Idh3a/Pkm/Aldoc/Aldh6a1/Got2/Gcsh/Rpe/Adh5/Pgam2/Sdha/Acat2l1/Idh2/Idh1/Tpi1/Pccb/Tkt/Mcee/Got1/Pfkp/Me3/H6pd/Fbp1/Fbp2/Eno1/Pgls/Taldo1/Pc/Idnk/Ogdhl/Pklr/Tkfc/Hibch/Dlat/Gpi/Acat2/Cs/Pdha1/Aco2/RGD1563601/Acox1/Me2/Acox3/Gapdh/LOC303448/Gpt/Ogdh/Sdhd/Acss2/Sucla2/Suclg2/LOC100362738/Echs1/Pgam1/Glyctk/Mmut/Gpt2/Pcca/Pgk1/Pgd/Pfkm/Prps1/Gck/G6pd/Aldoa/Idh3g/Psat1/LOC314140/Glud1/Aldob/LOC500959/Shmt1/Amt/Eno4",100
"rno05205","Human Diseases","Cancer: overview","rno05205","Proteoglycans in cancer","147/5855","206/10049",5.815031055506e-05,0.000192517047565781,8.14163775783672e-05,"Pik3r3/Mapk14/Mapk13/Fzd9/Mapk1/Hpse/Tgfb2/Nudt16l1/Prkca/Wnt9b/Wnt3/Rps6kb1/Grb2/Egfr/Myc/Ppp1cb/Fzd6/Rock2/Sos2/Ppp1r12a/Itgav/Tfap4/Sdc2/Frs2/Mapk11/Sos1/Vav2/Cd63/Slc9a1/Ptk2/Src/Elk1/Raf1/Map2k1/Casp3/Mtor/Braf/Twist1/Itgb1/Camk2d/Prkcb/Rras2/Iqgap1/Wnt4/Cdc42/Igf1r/Sdc4/Fzd5/Fn1/Pdcd4/Wnt5a/Fzd7/Wnt11/Pik3cb/Hras/Gab1/Ihh/Hbegf/Ppp1ca/Ctsl/Pik3r1/Fas/Pik3r2/Ptch1/Vegfa/Stat3/Map2k2/Rras/Vav3/Tgfb1/Cttn/Fgfr1/Rps6kb2/Akt1/Fzd2/Rdx/Ank2/Nras/Araf/Vtn/Itpr2/Camk2a/Prkaca/Itpr1/Mapk12/Ptpn11/Tiam1/Tp53/Ezr/Smad2/Pxn/Drosha/Ddx5/Ppp1cc/Pak1/Hif1a/Itgb5/Mras/Rock1/Actg1/LOC100361457/Akt3/Wnt9a/Arhgef12/Ank1/Ptpn6/Camk2g/Arhgef1/Mdm2/Plce1/Camk2b/Pdpk1/Prkacb/Kdr/Fzd3/Rhoa/Rps6/Ank3/Plcg1/Ctnnb1/Flna/Actb/Igf2/Thbs1/Pik3ca/Ppp1r12c/Sdc1/Met/Rac1/Mapk3/Itga5/Ccnd1/Ppp1r12b/Gpc3/Itpr3/Cdkn1a/Hspg2/Akt2/Hspb2/Cbl/Msn/Prkcg/Fzd4/Wnt7b/Cav1/Erbb3/Fzd8",147
"rno04934","Human Diseases","Endocrine and metabolic disease","rno04934","Cushing syndrome","117/5855","160/10049",5.90761852003337e-05,0.000193701722628017,8.19173823122037e-05,"Atf6b/Aip/Scarb1/Orai1/Fzd9/Atf2/Dvl3/Mapk1/Wdr5b/Kcnk2/Gsk3b/Rasd1/Fh/Wnt9b/Wnt3/Adcy3/Egfr/Fzd6/Plcb1/Kcna4/Ahr/Crhr1/Adcy8/Gna11/Creb3l1/Pde11a/Rap1b/Nr4a1/Ccne2/Wdr5/Cdkn2c/Ldlr/Map2k1/Braf/Usp8/Camk2d/Pomc/Creb3l2/Nceh1/Wnt4/Creb1/Gnaq/Sp1/Tcf7l2/Fzd5/Tcf7l1/Ccne1/Ash2l/Kmt2a/Star/Wnt5a/Fzd7/Wnt11/Rb1/E2f1/Gnai2/Dvl2/Agt/Pde8a/Dvl1/Gnai3/Armc5/Cyp17a1/Map2k2/Apc/Pbx1/Men1/Plcb3/Cdk4/Cdk2/Fzd2/Gnas/Rbbp5/Itpr2/Cacna1d/Camk2a/Cacna1c/Prkaca/Plcb4/Cacna1h/Itpr1/Arnt/Rap1a/Apc2/Adcy5/Cdkn1b/Wnt9a/Atf4/Camk2g/Creb3/Camk2b/Kcnk3/Prkacb/Fzd3/E2f2/Adcy9/Kmt2d/Ctnnb1/E2f3/Adcy6/Cacna1i/Mapk3/Adcy1/Ccnd1/Axin2/Itpr3/Gnai1/Cdkn1a/Cacna1g/Pde8b/Tcf7/Fzd4/Wnt7b/Axin1/Creb5/Fzd8/Cacna1s",117
"rno04148","Cellular Processes","Transport and catabolism","rno04148","Efferocytosis","118/5855","162/10049",7.33052181049767e-05,0.000238067422607591,0.00010067984842488,"Ager/Mapk14/Mapk13/Atp2a2/Mapk1/Crkl/Calr/Gulp1/Ano3/Crk/Sirpa/Itgav/Odc1/Ano4/Dusp16/Mapk11/Vps39/Ptk2/Bsg/Xkr7/Rxra/Panx1/Map2k1/Cpt1b/Casp3/Dusp7/Tmem30a/Xkr6/Camk2d/Adgrb1/Sgk1/Dusp4/Rab7a/Pla2g6/C1qc/Epor/C1qa/Xkr8/Arg1/Creb1/Vps18/Dusp5/Cpt1a/Cx3cl1/Atp11a/Mertk/Abca1/Uqcrfs1/Gas6/Rab14/Lipa/Alox15/Nr1h2/Pla2g15/Slc16a1/Map2k2/Nfatc4/Pbx1/Tgfb1/Axl/Sphk2/Vps16/Vps8/Xkr4/Rab5c/Lrp1/Cpt1c/Megf11/Adam9/Camk2a/Bcar1/Ppard/Atp8a1/Mapk12/Ano9/Dusp8/Arnt/Ptpn11/Dnmt3a/Hif1a/Itgb5/Cd47/Atp11c/Nfatc1/Timd2/Stab2/Mapkapk2/Rab5b/Slc2a1/Atp2a3/Ptpn6/Vps11/Camk2g/Camk2b/Mfge8/Ano6/Pros1/Elmo1/Sirt1/Tgfbrap1/Casp7/Adam17/Tyro3/Adam10/Thbs1/Cebpb/Rab5a/Jak2/Rac1/Nfatc3/Mapk3/Scarf1/Vps33a/Vps41/Arg2/Atp8a2/Nfatc2/Atp11b",118
"rno04660","Organismal Systems","Immune system","rno04660","T cell receptor signaling pathway","92/5855","123/10049",8.90251254545791e-05,0.000286392148868033,0.00012111660563334,"Ppp2r5a/Pik3r3/Mapk14/Mapk13/Fyn/Mapk1/Cblb/Tec/Gsk3b/Mapk9/Map3k14/Grb2/Sos2/Pak3/Pak5/Ppp2r5c/Ppp2ca/Map3k7/Rasgrp1/Mapk11/Sos1/Vav2/Nfkbia/Ppp2r3a/Pak6/Fos/Jun/Lck/Ppp3cc/Raf1/Map2k1/Ppp2r1a/Ppp2r2a/Cdc42/Bcl10/Nck1/Ppp2cb/Pik3cb/Map3k8/Hras/Ppp2r5d/Nck2/Ppp2r2d/Pik3r1/Ikbkb/Prkcq/Pik3r2/Pak4/Nfkbie/Nfkbib/Map2k2/Vav3/Ppp2r5b/Chuk/Akt1/Cdk4/Ppp2r3c/Nfkb1/Nras/Ppp2r2b/Mapk12/Rela/Lcp2/Ptpn11/Ppp3ca/Pak1/Pak2/Akt3/Nfatc1/Dlg1/Map2k7/Ppp2r1b/Mapk8/Ptpn6/Mapk10/Pdpk1/Malt1/Cd247/Ppp2r3b/Rhoa/Ppp2r5e/Ikbkg/Plcg1/Ppp3cb/Pik3ca/Nfatc3/Mapk3/Ppp2r2c/Akt2/Nfatc2/Lat/Ppp3r2",92
"rno03018","Genetic Information Processing","Folding, sorting and degradation","rno03018","RNA degradation","73/5855","95/10049",0.000107712294906818,0.000343270023955373,0.000145170530272839,"Skic2/Pfkl/Btg3/Cnot6l/Cnot8/Tob1/Btg2/Pnpt1/Eno2/Eno3/Btg1/Edc4/C1d/Dcp1b/Lsm3/Exosc2/Pabpc1/Dcps/Dis3l/Xrn1/Exosc10/Dcp2/Xrn2/Exosc4/Cnot1/Exosc3/Cnot7/Skic8/Zcchc7/Dhx36/Exosc9/Lsm1/Dcp1a/Cnot9/Pfkp/Tent4a/Eno1/Exosc6/Edc3/Lsm7/Lsm4/Hspa9/Exosc5/Dis3/Cnot4/Pan3/LOC100360750/Lsm6/Pan2/Pabpc4/Pnldc1/Mtrex/Skic3/Lsm5/Patl1/Cnot2/Hspd1/Tent4b/Lsm2/Tob2/Exosc1/Mphosph6/Ddx6/Parn/Pfkm/Cnot6/Exosc8/Cnot10/Exosc7/Cnot3/LOC103693862/Lsm8/LOC103694176",73
"rno04510","Cellular Processes","Cellular community - eukaryotes","rno04510","Focal adhesion","144/5855","203/10049",0.000110209076787822,0.0003479749554134,0.000147160268225454,"Pik3r3/Fyn/Col6a2/Pdgfa/Itga6/Mapk1/Crkl/Pdgfra/Tnr/Lamc1/Gsk3b/Mapk9/Prkca/Grb2/Itga3/Egfr/Ppp1cb/Rock2/Crk/Sos2/Pak3/Ppp1r12a/Itga4/Itgav/Pak5/Birc3/Pgf/Lamb1/Lamb3/Xiap/Sos1/Rap1b/Vav2/Pak6/Shc2/Shc4/Ptk2/Emp1/Jun/Tln2/Src/Elk1/Raf1/Map2k1/Birc2/Braf/Itgb1/Vcl/Vegfc/Prkcb/Itgb7/Col9a1/Cdc42/Igf1r/Myl7/Shc3/Fn1/Col4a3/Myl12a/Parva/Pik3cb/Vasp/Hras/Tln1/Pdgfb/Zyx/Myl11/Ppp1ca/Pik3r1/Ilk/Pik3r2/Vegfa/Pak4/Actn4/Vav3/Shc1/Pten/Pip5k1a/Bad/Akt1/Itga2b/Vtn/Bcar1/Capn2/Pxn/Rap1a/Ppp1cc/Pak1/Pak2/Itgb5/Vegfb/Rock1/Actg1/LOC100361457/Col6a6/Akt3/Diaph1/Rapgef1/Pip5k1c/Itga7/Col4a5/Mapk8/Itgb4/Mapk10/Flnb/Mylk/Pdpk1/Pip5k1b/Kdr/Rhoa/Lamb2/Comp/Rac3/Ccnd3/Ctnnb1/Actn1/Flna/Parvb/Actb/Lama5/Pdgfc/Thbs1/Pik3ca/Itga1/Ppp1r12c/Met/Rac1/Mapk3/Itga5/Thbs3/Arhgap5/Ccnd1/Ppp1r12b/Egf/Lamc3/Arhgap35/Lama3/Ccnd2/Lama1/Akt2/Col4a2/Prkcg/Cav1/Vwf",144
"rno00280","Metabolism","Amino acid metabolism","rno00280","Valine, leucine and isoleucine degradation","46/5855","56/10049",0.000124265397075347,0.000388756884428378,0.000164407140505287,"Aacs/Acads/Aldh2/Ehhadh/Abat/Aldh9a1/Dld/Acat1/Hibadh/Hmgcl/Acadm/Bckdhb/Ivd/Hadhb/Hadh/Hmgcll1/Aldh6a1/Auh/Acat2l1/Mccc1/Dbt/Acsf3/Aldh7a1/Pccb/Mcee/Hmgcs1/Mccc2/Il4i1/Bckdha/Bcat2/Hibch/Acat2/Hadha/Hsd17b10/Oxct1/RGD1308564/Aldh3a2/Acaa2/Aox1/Echs1/Mmut/Pcca/Acadsb/Acad8/Acaa1a/Acaa1b",46
"rno04925","Organismal Systems","Endocrine system","rno04925","Aldosterone synthesis and secretion","74/5855","97/10049",0.000146490778848134,0.000454121414429216,0.000192050111982722,"Atf6b/Scarb1/Orai1/Atf2/Atp1b1/Atp2b4/Prkca/Adcy3/Plcb1/Adcy8/Prkd3/Gna11/Creb3l1/Camk1g/Calml4/Nr4a1/Ldlr/Atp1b2/Atp1b3/Camk2d/Prkcb/Pomc/Creb3l2/Creb1/Gnaq/Npr1/Star/Prkce/Prkd2/Calm3/Agt/Pde2a/Atp1a3/Camk4/Lipe/Plcb3/Camk1/Gnas/Dagla/Atp1a1/Itpr2/Cacna1d/Atp2b1/Nr4a2/Camk2a/Cacna1c/Prkaca/Plcb4/Atp2b2/Cacna1h/Itpr1/Adcy5/Atp1a2/Calm1/Atf4/Camk2g/Creb3/Camk2b/Daglb/Prkd1/Kcnk3/Prkacb/Adcy9/Atp2b3/Adcy6/Cacna1i/Atf1/Adcy1/Itpr3/Cacna1g/Prkcg/Calm2/Creb5/Cacna1s",74
"rno04115","Cellular Processes","Cell growth and death","rno04115","p53 signaling pathway","63/5855","81/10049",0.000170704750233825,0.000524417295763372,0.000221778575457886,"Cd82/Serpine1/Ccng2/Rchy1/Ppm1d/Gorab/Gadd45a/Cyct/Ccne2/Bcl2l1/Apaf1/Sesn3/Chek1/Mdm4/Zmat3/Cycs/Casp3/Adgrb1/Perp/Tsc2/Bid/Casp9/Gadd45g/Ddb2/Ccne1/Siah1/Gtse1/Pidd1/Fas/Gadd45b/Pten/Bax/Siva1/Cdk4/Cdk2/Rrm2b/Tp53/Ei24/Ppp1r13l/Atr/Atm/Shisa5/Chek2/Ccng1/Sesn1/Mdm2/Sesn2/Ccnd3/Aifm2/Ccnb1/Thbs1/Zfp385a/Cdk1/Igfbp3/Ccnd1/Rrm2/Cdkn1a/Ccnd2/Bbc3/Ccnb2/Steap3/LOC100359539/Tp73",63
"rno04213","Organismal Systems","Aging","rno04213","Longevity regulating pathway - multiple species","52/5855","65/10049",0.000172832133034361,0.000526212119327833,0.000222537614903266,"Pik3r3/Foxo3/Hdac2/Prkab1/Irs3/Sod1/Rps6kb1/Rptor/Adcy3/Adcy8/Prkaa2/Cat/Hdac1/LOC680121/Mtor/Ins1/Prkaa1/Foxa2/Foxo1/Igf1r/Irs1/Pik3cb/Hras/Pik3r1/Sod2/Pik3r2/Akt1s1/Ins2/Rps6kb2/Akt1/Irs2/Nras/Prkaca/Hspa8/Adcy5/Atg5/Akt3/Hspa1a/Prkab2/Insr/Prkacb/Adcy9/Hspa1l/Sirt1/Clpb/Eif4ebp2/Adcy6/Prkag1/Pik3ca/Adcy1/Prkag2/Akt2",52
"rno05031","Human Diseases","Substance dependence","rno05031","Amphetamine addiction","54/5855","68/10049",0.000186966123981961,0.00056289666363382,0.000238051683648197,"Atf6b/Hdac2/Atf2/Prkca/Ddc/Ppp1cb/Creb3l1/Gria4/Calml4/Fos/Jun/Slc18a2/Hdac1/Ppp3cc/Camk2d/Slc18a1/Prkcb/Grin3b/Creb3l2/Creb1/Calm3/Ppp1ca/Th/Camk4/Grin2d/Gnas/Pdyn/Ppp1r1b/Cacna1d/Camk2a/Cacna1c/Prkaca/Maob/Grin1/Ppp3ca/Ppp1cc/Adcy5/Stx1a/Calm1/Atf4/Camk2g/Creb3/Maoa/Camk2b/Prkacb/Fosb/Arc/Gria2/Sirt1/Ppp3cb/Ppp3r2/Prkcg/Calm2/Creb5",54
